target_key,target_label,model,n_features,n_train,n_test,eval_mode,hyperparam_search,select_best_by,best_params,n_iter_search,train_R2,train_MaxAE,train_MAE,train_RMSE,cv_R2,cv_MaxAE,cv_MAE,cv_RMSE,test_R2,test_MaxAE,test_MAE,test_RMSE
solution,$E_{\mathrm{s}}$,ElasticNet,17,9,10,opt_only_holdout,random,cv,"{'model__l1_ratio': 0.05, 'model__alpha': 0.01}",40,0.9997708735251157,0.004190984429304656,0.0014734748447076233,0.0020978377829939786,0.10429861944569503,0.20179007841054264,0.08002285056786097,0.11862032582178239,0.3979395720476635,0.20509907222157425,0.08503575071211651,0.09690756038433417
solution,$E_{\mathrm{s}}$,SVR,17,9,10,opt_only_holdout,random,cv,"{'model__kernel': 'poly', 'model__gamma': 0.15848931924611143, 'model__epsilon': 0.01584893192461114, 'model__degree': 3, 'model__coef0': 1.0, 'model__C': 0.21544346900318834}",40,0.9869192925345907,0.016170471388309016,0.015847773782335293,0.01585075243012134,0.26833915184238005,0.1835589161910918,0.08237119859601955,0.11102501686163295,-0.3078688762263664,0.3513223773821997,0.10211016842630838,0.14283009380867104
solution,$E_{\mathrm{s}}$,RandomForest,17,9,10,opt_only_holdout,random,cv,"{'model__n_estimators': 200, 'model__min_samples_split': 4, 'model__min_samples_leaf': 2, 'model__max_features': 0.5, 'model__max_depth': 3}",36,0.6627733975888146,0.21698263571428572,0.05013698634920635,0.0804813364828799,-0.0423384466172847,0.19987873750000007,0.10186100601851851,0.12504089198288978,0.24535877070553913,0.228359486547619,0.08407261851190474,0.10849454015814419
solution,$E_{\mathrm{s}}$,GradientBoosting,17,9,10,opt_only_holdout,random,cv,"{'model__subsample': 0.8, 'model__n_estimators': 50, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 1, 'model__learning_rate': 0.1}",40,0.9825332594481943,0.04542480547839872,0.012385415276235994,0.018316403444074873,0.2588365418589949,0.16017091105856465,0.08840837530105268,0.10682644799256884,0.5186621681959945,0.134630467621447,0.07460448631200431,0.08664881299549523
solution,$E_{\mathrm{s}}$,XGBoost,17,9,10,opt_only_holdout,random,cv,"{'model__subsample': 0.8, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 100, 'model__min_child_weight': 2, 'model__max_depth': 2, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.5}",40,0.4352333184295605,0.25454545823454855,0.06995754021763802,0.10415228442992262,-0.2046174972174856,0.22154098513762155,0.10090788655837375,0.13380649533406308,0.09092737614855739,0.2321872165799141,0.09787526440072059,0.11907947430927734
solution,$E_{\mathrm{s}}$,CatBoost,17,9,10,opt_only_holdout,random,cv,"{'model__subsample': 1.0, 'model__min_data_in_leaf': 2, 'model__learning_rate': 0.05, 'model__l2_leaf_reg': 1.0, 'model__iterations': 200, 'model__depth': 3}",40,0.9999403181809328,0.002111619352335198,0.0008649893352177244,0.0010706691570864103,0.3041321006040472,0.15704665979833188,0.08900498529642682,0.10628076372432287,0.3881901135544388,0.179834983852513,0.08040789251605143,0.09768904507130002
solution_minus_binding,$E_{\mathrm{eff}}$,Ridge,17,9,10,opt_only_holdout,random,cv,{'model__alpha': 0.001},16,0.9999999617113257,3.96754285504515e-05,1.806005948989055e-05,2.2462003491624805e-05,-0.8637330842751626,0.12106686393667578,0.07169800089683391,0.08173698505202942,-1.0394479915599155,0.3035338017644138,0.11119521545008253,0.1422561144801861
solution_minus_binding,$E_{\mathrm{eff}}$,Lasso,17,9,10,opt_only_holdout,random,cv,{'model__alpha': 0.21544346900318823},16,0.0,0.28682888888888886,0.08385925925925924,0.114792450046396,-0.3569528109295132,0.1636733333333333,0.08421111111111108,0.10629650268851805,-0.1900588884628398,0.2484888888888889,0.07880155555555554,0.10866729367462825
solution_minus_binding,$E_{\mathrm{eff}}$,ElasticNet,17,9,10,opt_only_holdout,random,cv,"{'model__l1_ratio': 0.55, 'model__alpha': 0.21544346900318823}",40,0.0,0.28682888888888886,0.08385925925925924,0.114792450046396,-0.32709527271387145,0.1621691489324008,0.08370971631080026,0.10564514104676621,-0.1900588884628398,0.2484888888888889,0.07880155555555554,0.10866729367462825
solution_minus_binding,$E_{\mathrm{eff}}$,SVR,17,9,10,opt_only_holdout,random,cv,"{'model__kernel': 'poly', 'model__gamma': 0.15848931924611143, 'model__epsilon': 0.01584893192461114, 'model__degree': 3, 'model__coef0': 1.0, 'model__C': 0.21544346900318834}",40,0.980843254326554,0.016235758988563886,0.015887603784516285,0.015888181486901486,0.283023983899122,0.07421757739059882,0.0428027365435315,0.05047790777496419,0.2181612964635481,0.15048646011116343,0.07650370199174947,0.0880791688538527
solution_minus_binding,$E_{\mathrm{eff}}$,RandomForest,17,9,10,opt_only_holdout,random,cv,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 0.5, 'model__max_depth': 2}",36,0.6255472110465479,0.19331392416666668,0.04137598814814815,0.07024442470859775,-0.08288765997545133,0.1487040125,0.0776494162037037,0.09680412198961226,0.00292950876077136,0.18377877940476187,0.08270580447619047,0.0994666649703666
solution_minus_binding,$E_{\mathrm{eff}}$,GradientBoosting,17,9,10,opt_only_holdout,random,cv,"{'model__subsample': 0.8, 'model__n_estimators': 50, 'model__min_samples_leaf': 2, 'model__max_features': 0.5, 'model__max_depth': 1, 'model__learning_rate': 0.1}",40,0.9740032852514884,0.0424027210233707,0.014777932379016177,0.018508556953823606,-0.17015794975286194,0.15193888131181457,0.07411528382216455,0.09371082774322757,-0.10832629845631159,0.16858502816225662,0.09015588765966329,0.10486931812987062
solution_minus_binding,$E_{\mathrm{eff}}$,XGBoost,17,9,10,opt_only_holdout,random,cv,"{'model__subsample': 0.8, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 50, 'model__min_child_weight': 2, 'model__max_depth': 2, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.5}",40,0.6587148168644774,0.1763569859457016,0.041302031520869996,0.06706131143961123,-0.2530973081709987,0.15590898915886878,0.0814484215635889,0.10262271414422786,0.04398747508608336,0.17831532119989396,0.07979556296414136,0.0973971874912434
solution_minus_binding,$E_{\mathrm{eff}}$,CatBoost,17,9,10,opt_only_holdout,random,cv,"{'model__subsample': 1.0, 'model__min_data_in_leaf': 2, 'model__learning_rate': 0.1, 'model__l2_leaf_reg': 10.0, 'model__iterations': 200, 'model__depth': 2}",40,0.9751186624705531,0.04273724502039017,0.015011899437392602,0.0181071536398306,0.11277852181500751,0.13416410807852847,0.06975904253021105,0.08720499609261757,0.08069714144046158,0.14919489519000909,0.08120948619865356,0.09550891915147827
